IP地址,数据中心,地区,城市,网络延迟
104.17.68.123,SJC,North America,San Jose,218 ms
104.16.230.176,SJC,North America,San Jose,218 ms
104.20.19.152,HKG,Asia Pacific,Hong Kong,218 ms
172.67.68.173,HKG,Asia Pacific,Hong Kong,218 ms
104.18.217.168,SJC,North America,San Jose,219 ms
104.17.88.109,SJC,North America,San Jose,219 ms
104.16.204.183,SJC,North America,San Jose,219 ms
104.27.124.45,LAX,North America,Los Angeles,219 ms
104.27.119.139,LAX,North America,Los Angeles,219 ms
104.25.113.240,LAX,North America,Los Angeles,219 ms
104.16.218.98,SJC,North America,San Jose,219 ms
104.17.105.205,SJC,North America,San Jose,219 ms
104.18.252.232,SJC,North America,San Jose,220 ms
104.17.44.27,SJC,North America,San Jose,220 ms
104.18.158.53,SJC,North America,San Jose,220 ms
104.16.33.112,SJC,North America,San Jose,220 ms
104.19.145.237,SJC,North America,San Jose,220 ms
104.18.226.47,SJC,North America,San Jose,220 ms
104.18.195.152,SJC,North America,San Jose,220 ms
104.17.45.111,SJC,North America,San Jose,220 ms
104.24.161.123,LAX,North America,Los Angeles,220 ms
104.17.223.247,SJC,North America,San Jose,220 ms
104.16.19.161,SJC,North America,San Jose,220 ms
104.17.82.187,SJC,North America,San Jose,220 ms
104.16.30.211,SJC,North America,San Jose,220 ms
104.18.240.36,SJC,North America,San Jose,221 ms
104.18.99.40,SJC,North America,San Jose,221 ms
104.16.172.67,SJC,North America,San Jose,221 ms
104.16.215.246,SJC,North America,San Jose,221 ms
104.18.180.154,SJC,North America,San Jose,221 ms
104.16.182.84,SJC,North America,San Jose,221 ms
104.16.195.54,SJC,North America,San Jose,221 ms
104.17.107.255,SJC,North America,San Jose,221 ms
104.18.113.111,SJC,North America,San Jose,221 ms
104.17.23.146,SJC,North America,San Jose,221 ms
104.17.168.194,SJC,North America,San Jose,221 ms
104.16.210.204,SJC,North America,San Jose,221 ms
104.27.116.140,LAX,North America,Los Angeles,221 ms
104.17.212.113,SJC,North America,San Jose,221 ms
104.16.17.123,SJC,North America,San Jose,221 ms
104.17.49.208,SJC,North America,San Jose,221 ms
104.17.117.152,SJC,North America,San Jose,221 ms
104.16.32.254,SJC,North America,San Jose,222 ms
104.24.206.170,LAX,North America,Los Angeles,222 ms
104.16.22.176,SJC,North America,San Jose,222 ms
104.19.214.36,SJC,North America,San Jose,222 ms
104.16.212.83,SJC,North America,San Jose,222 ms
104.19.218.40,SJC,North America,San Jose,222 ms
104.16.59.249,SJC,North America,San Jose,222 ms
104.19.230.5,SJC,North America,San Jose,222 ms
104.17.43.62,SJC,North America,San Jose,222 ms
104.17.110.34,SJC,North America,San Jose,222 ms
104.17.48.153,SJC,North America,San Jose,222 ms
104.25.217.43,LAX,North America,Los Angeles,222 ms
104.19.150.190,SJC,North America,San Jose,222 ms
104.17.5.125,SJC,North America,San Jose,222 ms
104.18.227.210,SJC,North America,San Jose,222 ms
104.17.193.12,SJC,North America,San Jose,222 ms
104.17.203.117,SJC,North America,San Jose,222 ms
104.16.111.62,SJC,North America,San Jose,222 ms
104.17.253.253,SJC,North America,San Jose,222 ms
104.17.195.192,SJC,North America,San Jose,222 ms
104.16.48.235,SJC,North America,San Jose,222 ms
104.17.241.35,SJC,North America,San Jose,222 ms
104.19.178.247,SJC,North America,San Jose,223 ms
104.16.245.165,SJC,North America,San Jose,223 ms
104.24.227.111,LAX,North America,Los Angeles,223 ms
104.16.197.220,SJC,North America,San Jose,223 ms
104.17.206.10,SJC,North America,San Jose,223 ms
104.16.16.58,SJC,North America,San Jose,223 ms
104.16.36.39,SJC,North America,San Jose,223 ms
104.16.247.19,SJC,North America,San Jose,223 ms
104.16.51.144,SJC,North America,San Jose,223 ms
104.19.104.49,LAX,North America,Los Angeles,223 ms
104.16.6.14,SJC,North America,San Jose,223 ms
104.26.11.112,HKG,Asia Pacific,Hong Kong,223 ms
104.17.197.112,SJC,North America,San Jose,223 ms
104.18.87.28,SJC,North America,San Jose,223 ms
104.17.8.62,SJC,North America,San Jose,223 ms
104.19.179.114,SJC,North America,San Jose,223 ms
104.17.219.128,SJC,North America,San Jose,223 ms
104.19.244.207,SJC,North America,San Jose,223 ms
104.25.141.251,LAX,North America,Los Angeles,223 ms
104.18.221.239,SJC,North America,San Jose,223 ms
104.16.249.211,SJC,North America,San Jose,223 ms
104.17.51.7,SJC,North America,San Jose,223 ms
104.18.242.201,SJC,North America,San Jose,223 ms
104.26.7.57,HKG,Asia Pacific,Hong Kong,223 ms
104.16.153.36,SJC,North America,San Jose,223 ms
104.16.250.245,SJC,North America,San Jose,223 ms
104.18.236.30,SJC,North America,San Jose,223 ms
104.16.211.172,SJC,North America,San Jose,223 ms
104.25.255.197,LAX,North America,Los Angeles,223 ms
104.19.255.48,SJC,North America,San Jose,223 ms
104.17.46.212,SJC,North America,San Jose,223 ms
104.17.71.194,SJC,North America,San Jose,223 ms
104.17.1.186,SJC,North America,San Jose,223 ms
104.16.192.151,SJC,North America,San Jose,223 ms
104.16.188.97,SJC,North America,San Jose,223 ms
104.16.194.217,SJC,North America,San Jose,224 ms
104.17.50.190,SJC,North America,San Jose,224 ms
104.26.3.82,HKG,Asia Pacific,Hong Kong,224 ms
104.26.13.165,HKG,Asia Pacific,Hong Kong,224 ms
104.18.9.242,LAX,North America,Los Angeles,224 ms
104.20.22.130,HKG,Asia Pacific,Hong Kong,224 ms
104.18.203.200,SJC,North America,San Jose,224 ms
104.16.246.117,SJC,North America,San Jose,224 ms
104.19.171.176,SJC,North America,San Jose,224 ms
104.17.236.60,SJC,North America,San Jose,224 ms
104.17.62.208,SJC,North America,San Jose,224 ms
104.17.77.139,SJC,North America,San Jose,224 ms
104.16.63.136,SJC,North America,San Jose,224 ms
172.67.72.255,HKG,Asia Pacific,Hong Kong,224 ms
104.16.68.27,SJC,North America,San Jose,224 ms
104.16.159.181,SJC,North America,San Jose,225 ms
104.25.132.146,LAX,North America,Los Angeles,225 ms
104.17.4.190,SJC,North America,San Jose,225 ms
104.17.60.61,SJC,North America,San Jose,225 ms
104.24.86.242,LAX,North America,Los Angeles,225 ms
104.18.248.223,SJC,North America,San Jose,225 ms
104.16.9.75,SJC,North America,San Jose,225 ms
104.16.50.149,SJC,North America,San Jose,225 ms
104.16.15.180,SJC,North America,San Jose,225 ms
104.16.43.63,SJC,North America,San Jose,225 ms
104.19.252.42,SJC,North America,San Jose,225 ms
104.18.225.77,SJC,North America,San Jose,225 ms
172.64.78.162,ORD,North America,Chicago,226 ms
172.67.70.116,HKG,Asia Pacific,Hong Kong,226 ms
104.18.244.45,SJC,North America,San Jose,226 ms
104.19.249.95,SJC,North America,San Jose,226 ms
104.18.77.73,SJC,North America,San Jose,226 ms
104.16.193.191,SJC,North America,San Jose,226 ms
104.17.255.203,SJC,North America,San Jose,226 ms
104.16.220.254,SJC,North America,San Jose,226 ms
104.17.20.228,SJC,North America,San Jose,226 ms
104.18.246.18,SJC,North America,San Jose,226 ms
104.18.247.127,SJC,North America,San Jose,226 ms
104.17.126.109,SJC,North America,San Jose,226 ms
104.17.180.223,SJC,North America,San Jose,226 ms
104.16.254.83,SJC,North America,San Jose,226 ms
104.18.179.166,SJC,North America,San Jose,226 ms
104.17.61.2,SJC,North America,San Jose,226 ms
104.26.10.218,HKG,Asia Pacific,Hong Kong,226 ms
104.16.242.210,SJC,North America,San Jose,226 ms
104.16.241.160,SJC,North America,San Jose,226 ms
104.17.210.219,SJC,North America,San Jose,226 ms
172.67.74.192,HKG,Asia Pacific,Hong Kong,227 ms
104.26.8.221,HKG,Asia Pacific,Hong Kong,227 ms
104.17.22.47,SJC,North America,San Jose,227 ms
104.17.229.107,SJC,North America,San Jose,227 ms
104.16.142.148,SJC,North America,San Jose,227 ms
104.17.246.185,SJC,North America,San Jose,227 ms
104.18.82.53,SJC,North America,San Jose,227 ms
104.16.4.109,SJC,North America,San Jose,227 ms
104.19.233.68,SJC,North America,San Jose,228 ms
104.25.240.43,LAX,North America,Los Angeles,228 ms
104.16.131.69,SJC,North America,San Jose,228 ms
104.17.40.101,SJC,North America,San Jose,228 ms
104.17.70.243,SJC,North America,San Jose,228 ms
104.17.38.172,SJC,North America,San Jose,228 ms
104.17.233.123,SJC,North America,San Jose,228 ms
104.17.245.251,SJC,North America,San Jose,228 ms
104.19.242.169,SJC,North America,San Jose,229 ms
104.16.169.126,SJC,North America,San Jose,229 ms
104.16.14.105,SJC,North America,San Jose,229 ms
104.18.233.181,SJC,North America,San Jose,229 ms
104.17.191.101,SJC,North America,San Jose,230 ms
104.17.28.2,SJC,North America,San Jose,230 ms
104.17.27.76,SJC,North America,San Jose,230 ms
104.25.253.162,LAX,North America,Los Angeles,230 ms
104.19.246.239,SJC,North America,San Jose,230 ms
104.24.157.150,LAX,North America,Los Angeles,230 ms
104.16.37.213,SJC,North America,San Jose,230 ms
104.16.161.35,SJC,North America,San Jose,230 ms
104.26.6.253,HKG,Asia Pacific,Hong Kong,230 ms
104.18.213.81,SJC,North America,San Jose,230 ms
104.17.69.110,SJC,North America,San Jose,230 ms
104.18.149.0,SJC,North America,San Jose,230 ms
104.17.234.170,SJC,North America,San Jose,231 ms
190.93.247.124,SJC,North America,San Jose,231 ms
104.17.35.209,SJC,North America,San Jose,231 ms
104.19.151.27,SJC,North America,San Jose,231 ms
104.16.187.190,SJC,North America,San Jose,232 ms
104.17.238.154,SJC,North America,San Jose,232 ms
104.18.254.246,SJC,North America,San Jose,232 ms
104.16.67.5,SJC,North America,San Jose,232 ms
104.16.186.98,SJC,North America,San Jose,232 ms
104.18.238.215,SJC,North America,San Jose,232 ms
104.19.117.239,LAX,North America,Los Angeles,232 ms
104.19.253.38,SJC,North America,San Jose,232 ms
104.26.5.147,HKG,Asia Pacific,Hong Kong,232 ms
104.16.167.198,SJC,North America,San Jose,232 ms
104.17.33.105,SJC,North America,San Jose,232 ms
104.17.34.42,SJC,North America,San Jose,232 ms
104.16.251.66,SJC,North America,San Jose,233 ms
104.17.227.15,SJC,North America,San Jose,233 ms
104.17.59.238,SJC,North America,San Jose,233 ms
104.16.18.67,SJC,North America,San Jose,233 ms
104.25.184.105,LAX,North America,Los Angeles,233 ms
104.17.6.72,SJC,North America,San Jose,233 ms
104.16.244.174,SJC,North America,San Jose,233 ms
104.16.49.77,SJC,North America,San Jose,233 ms
104.19.247.153,SJC,North America,San Jose,233 ms
104.17.247.71,SJC,North America,San Jose,233 ms
104.16.243.21,SJC,North America,San Jose,233 ms
104.16.227.134,SJC,North America,San Jose,234 ms
104.18.74.40,SJC,North America,San Jose,234 ms
104.16.24.98,SJC,North America,San Jose,234 ms
104.17.208.4,SJC,North America,San Jose,234 ms
104.18.64.238,SJC,North America,San Jose,234 ms
104.17.32.86,SJC,North America,San Jose,234 ms
104.20.20.106,HKG,Asia Pacific,Hong Kong,234 ms
104.16.144.178,SJC,North America,San Jose,234 ms
104.16.198.161,SJC,North America,San Jose,234 ms
104.18.239.131,SJC,North America,San Jose,235 ms
104.25.99.206,LAX,North America,Los Angeles,235 ms
104.26.9.199,HKG,Asia Pacific,Hong Kong,235 ms
104.17.56.32,SJC,North America,San Jose,235 ms
104.25.159.173,LAX,North America,Los Angeles,235 ms
104.16.35.217,SJC,North America,San Jose,236 ms
104.24.216.216,LAX,North America,Los Angeles,236 ms
104.27.0.48,LAX,North America,Los Angeles,236 ms
104.18.199.36,SJC,North America,San Jose,236 ms
104.16.155.171,SJC,North America,San Jose,236 ms
104.16.174.154,SJC,North America,San Jose,236 ms
104.18.249.116,SJC,North America,San Jose,236 ms
104.17.232.247,SJC,North America,San Jose,237 ms
104.25.231.137,LAX,North America,Los Angeles,237 ms
104.16.253.182,SJC,North America,San Jose,237 ms
104.17.179.129,SJC,North America,San Jose,237 ms
104.16.163.149,SJC,North America,San Jose,237 ms
104.20.30.217,HKG,Asia Pacific,Hong Kong,237 ms
104.18.164.26,SJC,North America,San Jose,238 ms
104.16.209.205,SJC,North America,San Jose,238 ms
104.26.14.97,HKG,Asia Pacific,Hong Kong,238 ms
104.16.239.163,SJC,North America,San Jose,238 ms
104.17.237.65,SJC,North America,San Jose,238 ms
162.159.237.31,SJC,North America,San Jose,238 ms
104.16.46.230,SJC,North America,San Jose,238 ms
104.18.100.192,SJC,North America,San Jose,238 ms
104.16.29.160,SJC,North America,San Jose,238 ms
104.16.181.225,SJC,North America,San Jose,238 ms
104.24.4.35,LAX,North America,Los Angeles,239 ms
104.17.17.201,SJC,North America,San Jose,239 ms
104.18.251.253,SJC,North America,San Jose,239 ms
104.17.226.166,SJC,North America,San Jose,239 ms
104.19.245.102,SJC,North America,San Jose,239 ms
104.19.159.172,SJC,North America,San Jose,239 ms
104.17.202.128,SJC,North America,San Jose,239 ms
104.18.84.121,SJC,North America,San Jose,239 ms
104.16.199.184,SJC,North America,San Jose,239 ms
104.17.254.183,SJC,North America,San Jose,239 ms
104.16.222.28,SJC,North America,San Jose,240 ms
104.18.79.167,SJC,North America,San Jose,240 ms
104.21.232.63,SJC,North America,San Jose,240 ms
104.16.252.73,SJC,North America,San Jose,240 ms
104.24.32.65,LAX,North America,Los Angeles,240 ms
104.21.236.2,SJC,North America,San Jose,240 ms
104.17.84.125,SJC,North America,San Jose,240 ms
104.18.241.61,SJC,North America,San Jose,240 ms
104.25.94.166,LAX,North America,Los Angeles,241 ms
104.17.31.180,SJC,North America,San Jose,241 ms
104.25.93.43,LAX,North America,Los Angeles,241 ms
104.17.79.23,SJC,North America,San Jose,241 ms
104.16.214.14,SJC,North America,San Jose,241 ms
104.17.47.92,SJC,North America,San Jose,241 ms
104.16.0.158,SJC,North America,San Jose,241 ms
104.18.78.181,SJC,North America,San Jose,241 ms
104.19.208.45,SJC,North America,San Jose,241 ms
104.19.156.151,SJC,North America,San Jose,241 ms
104.19.243.85,SJC,North America,San Jose,242 ms
104.17.7.213,SJC,North America,San Jose,242 ms
104.16.229.147,SJC,North America,San Jose,242 ms
104.17.252.218,SJC,North America,San Jose,242 ms
104.25.13.60,LAX,North America,Los Angeles,242 ms
104.17.66.56,SJC,North America,San Jose,242 ms
104.20.28.192,HKG,Asia Pacific,Hong Kong,242 ms
104.16.240.224,SJC,North America,San Jose,242 ms
104.18.76.154,SJC,North America,San Jose,242 ms
104.17.63.29,SJC,North America,San Jose,243 ms
104.19.187.137,SJC,North America,San Jose,243 ms
104.17.12.97,SJC,North America,San Jose,243 ms
104.18.218.175,SJC,North America,San Jose,244 ms
104.17.65.131,SJC,North America,San Jose,244 ms
104.21.225.186,SJC,North America,San Jose,244 ms
104.17.73.237,SJC,North America,San Jose,244 ms
104.18.222.143,SJC,North America,San Jose,244 ms
104.25.219.230,LAX,North America,Los Angeles,245 ms
104.16.28.130,SJC,North America,San Jose,245 ms
104.18.229.251,SJC,North America,San Jose,245 ms
172.64.101.211,BUF,North America,Buffalo,247 ms
104.16.20.227,SJC,North America,San Jose,247 ms
104.18.228.93,SJC,North America,San Jose,247 ms
104.18.230.154,SJC,North America,San Jose,247 ms
104.17.204.101,SJC,North America,San Jose,247 ms
104.18.255.83,SJC,North America,San Jose,247 ms
104.25.163.126,LAX,North America,Los Angeles,248 ms
104.25.146.255,LAX,North America,Los Angeles,248 ms
104.18.250.38,SJC,North America,San Jose,248 ms
104.16.52.21,SJC,North America,San Jose,249 ms
104.24.189.219,LAX,North America,Los Angeles,249 ms
104.16.31.26,SJC,North America,San Jose,250 ms
104.17.250.32,SJC,North America,San Jose,250 ms
104.16.178.160,SJC,North America,San Jose,250 ms
104.17.228.81,SJC,North America,San Jose,251 ms
104.16.203.236,SJC,North America,San Jose,251 ms
104.17.55.125,SJC,North America,San Jose,251 ms
104.17.218.92,SJC,North America,San Jose,251 ms
104.18.81.127,SJC,North America,San Jose,251 ms
104.17.249.17,SJC,North America,San Jose,251 ms
104.16.237.108,SJC,North America,San Jose,252 ms
104.18.103.23,SJC,North America,San Jose,252 ms
104.19.237.1,SJC,North America,San Jose,253 ms
104.25.95.3,LAX,North America,Los Angeles,253 ms
104.19.216.75,SJC,North America,San Jose,253 ms
104.16.176.15,SJC,North America,San Jose,253 ms
188.114.97.106,SJC,North America,San Jose,253 ms
104.16.185.185,SJC,North America,San Jose,253 ms
104.17.76.86,SJC,North America,San Jose,253 ms
104.16.162.6,SJC,North America,San Jose,253 ms
104.17.52.223,SJC,North America,San Jose,253 ms
104.17.242.244,SJC,North America,San Jose,254 ms
104.16.164.87,SJC,North America,San Jose,254 ms
104.16.177.98,SJC,North America,San Jose,254 ms
104.17.3.28,SJC,North America,San Jose,254 ms
104.19.168.188,SJC,North America,San Jose,254 ms
104.17.217.72,SJC,North America,San Jose,254 ms
104.17.18.11,SJC,North America,San Jose,254 ms
104.19.176.184,SJC,North America,San Jose,255 ms
104.27.36.175,LAX,North America,Los Angeles,255 ms
104.16.26.143,SJC,North America,San Jose,255 ms
104.16.217.52,SJC,North America,San Jose,255 ms
104.17.235.133,SJC,North America,San Jose,255 ms
104.16.236.226,SJC,North America,San Jose,256 ms
104.25.105.33,LAX,North America,Los Angeles,256 ms
188.114.96.97,SJC,North America,San Jose,256 ms
104.18.69.122,SJC,North America,San Jose,256 ms
104.16.2.150,SJC,North America,San Jose,257 ms
190.93.246.161,SJC,North America,San Jose,257 ms
104.17.41.69,SJC,North America,San Jose,258 ms
104.16.233.150,SJC,North America,San Jose,258 ms
104.17.80.5,SJC,North America,San Jose,258 ms
190.93.245.71,SJC,North America,San Jose,258 ms
104.17.207.240,SJC,North America,San Jose,259 ms
104.18.243.79,SJC,North America,San Jose,260 ms
104.24.205.198,LAX,North America,Los Angeles,261 ms
104.17.251.157,SJC,North America,San Jose,261 ms
104.25.206.8,LAX,North America,Los Angeles,262 ms
104.17.42.238,SJC,North America,San Jose,262 ms
104.17.30.176,SJC,North America,San Jose,262 ms
104.25.215.83,LAX,North America,Los Angeles,263 ms
104.18.73.122,SJC,North America,San Jose,263 ms
172.67.81.167,LAX,North America,Los Angeles,264 ms
104.25.189.95,LAX,North America,Los Angeles,264 ms
172.64.228.133,ARN,Europe,Stockholm,265 ms
104.18.235.251,SJC,North America,San Jose,265 ms
172.64.100.170,BUF,North America,Buffalo,267 ms
104.23.107.151,LAX,North America,Los Angeles,267 ms
104.16.238.35,SJC,North America,San Jose,268 ms
162.159.209.169,BUF,North America,Buffalo,269 ms
104.19.248.66,SJC,North America,San Jose,269 ms
104.19.215.161,SJC,North America,San Jose,270 ms
104.18.234.33,SJC,North America,San Jose,270 ms
104.16.255.56,SJC,North America,San Jose,270 ms
104.17.58.206,SJC,North America,San Jose,271 ms
104.17.54.81,SJC,North America,San Jose,271 ms
104.16.226.144,SJC,North America,San Jose,273 ms
172.65.173.175,LAX,North America,Los Angeles,274 ms
104.18.253.110,SJC,North America,San Jose,275 ms
104.18.237.21,SJC,North America,San Jose,277 ms
172.67.119.196,LAX,North America,Los Angeles,278 ms
104.24.207.249,LAX,North America,Los Angeles,278 ms
104.27.13.136,LAX,North America,Los Angeles,279 ms
104.27.66.9,LAX,North America,Los Angeles,282 ms
104.23.96.210,LAX,North America,Los Angeles,291 ms
172.67.125.210,LAX,North America,Los Angeles,296 ms
104.24.199.61,LAX,North America,Los Angeles,297 ms
104.16.25.241,SJC,North America,San Jose,299 ms
104.25.33.54,LAX,North America,Los Angeles,302 ms
104.24.75.64,LAX,North America,Los Angeles,303 ms
162.159.43.138,SEA,North America,Seattle,305 ms
104.18.61.201,LAX,North America,Los Angeles,308 ms
104.18.59.217,LAX,North America,Los Angeles,309 ms
162.159.42.240,SEA,North America,Seattle,310 ms
104.18.50.143,LAX,North America,Los Angeles,312 ms
172.65.146.148,LAX,North America,Los Angeles,312 ms
162.159.35.28,SEA,North America,Seattle,313 ms
104.18.57.210,LAX,North America,Los Angeles,315 ms
104.23.100.70,LAX,North America,Los Angeles,316 ms
162.159.34.13,SEA,North America,Seattle,316 ms
104.18.48.133,LAX,North America,Los Angeles,318 ms
104.24.192.88,LAX,North America,Los Angeles,330 ms
104.24.177.77,LAX,North America,Los Angeles,333 ms
104.24.232.242,LAX,North America,Los Angeles,340 ms
104.24.136.229,LAX,North America,Los Angeles,344 ms
104.24.155.96,LAX,North America,Los Angeles,345 ms
104.24.80.220,LAX,North America,Los Angeles,352 ms
104.25.24.21,LAX,North America,Los Angeles,361 ms
104.25.129.10,LAX,North America,Los Angeles,369 ms
104.25.17.147,LAX,North America,Los Angeles,373 ms
104.25.173.122,LAX,North America,Los Angeles,376 ms
104.25.183.6,LAX,North America,Los Angeles,380 ms
104.25.236.160,LAX,North America,Los Angeles,380 ms
104.25.49.199,LAX,North America,Los Angeles,380 ms
104.25.238.128,LAX,North America,Los Angeles,381 ms
172.67.107.141,LAX,North America,Los Angeles,384 ms
104.24.40.191,LAX,North America,Los Angeles,393 ms
172.67.101.115,LAX,North America,Los Angeles,398 ms
104.24.233.52,LAX,North America,Los Angeles,400 ms
104.24.249.250,LAX,North America,Los Angeles,402 ms
104.23.115.36,LAX,North America,Los Angeles,403 ms
141.101.113.51,LAX,North America,Los Angeles,408 ms
104.24.176.108,LAX,North America,Los Angeles,420 ms
104.24.162.203,LAX,North America,Los Angeles,429 ms
104.24.174.223,LAX,North America,Los Angeles,429 ms
104.24.190.73,LAX,North America,Los Angeles,431 ms
104.24.178.220,LAX,North America,Los Angeles,435 ms
104.24.152.55,LAX,North America,Los Angeles,435 ms
172.67.156.124,LAX,North America,Los Angeles,469 ms
104.21.196.243,LAX,North America,Los Angeles,485 ms
104.18.56.119,LAX,North America,Los Angeles,489 ms
104.21.216.58,LAX,North America,Los Angeles,491 ms
104.21.207.69,LAX,North America,Los Angeles,492 ms
104.21.199.91,LAX,North America,Los Angeles,493 ms
104.21.200.157,LAX,North America,Los Angeles,493 ms
172.67.215.92,LAX,North America,Los Angeles,493 ms
104.21.203.146,LAX,North America,Los Angeles,501 ms
172.67.243.202,LAX,North America,Los Angeles,503 ms
104.21.193.200,LAX,North America,Los Angeles,503 ms
104.21.222.61,LAX,North America,Los Angeles,503 ms
104.21.204.140,LAX,North America,Los Angeles,504 ms
172.67.242.228,LAX,North America,Los Angeles,504 ms
172.67.245.40,LAX,North America,Los Angeles,507 ms
104.21.210.202,LAX,North America,Los Angeles,508 ms
172.67.244.116,LAX,North America,Los Angeles,508 ms
172.67.174.231,LAX,North America,Los Angeles,508 ms
172.67.238.230,LAX,North America,Los Angeles,509 ms
104.18.63.97,LAX,North America,Los Angeles,509 ms
172.67.253.179,LAX,North America,Los Angeles,510 ms
172.67.237.209,LAX,North America,Los Angeles,513 ms
172.67.252.255,LAX,North America,Los Angeles,514 ms
172.67.229.127,LAX,North America,Los Angeles,516 ms
172.67.142.208,LAX,North America,Los Angeles,520 ms
172.67.248.140,LAX,North America,Los Angeles,521 ms
172.67.143.66,LAX,North America,Los Angeles,522 ms
172.67.232.147,LAX,North America,Los Angeles,522 ms
104.21.220.15,LAX,North America,Los Angeles,523 ms
104.21.127.215,LAX,North America,Los Angeles,524 ms
172.67.173.220,LAX,North America,Los Angeles,524 ms
172.67.157.192,LAX,North America,Los Angeles,526 ms
104.21.106.214,LAX,North America,Los Angeles,528 ms
104.21.125.61,LAX,North America,Los Angeles,528 ms
172.67.137.67,LAX,North America,Los Angeles,529 ms
172.67.224.185,LAX,North America,Los Angeles,529 ms
104.21.123.35,LAX,North America,Los Angeles,530 ms
172.67.227.53,LAX,North America,Los Angeles,534 ms
172.67.172.128,LAX,North America,Los Angeles,536 ms
104.18.51.215,LAX,North America,Los Angeles,536 ms
172.67.193.86,LAX,North America,Los Angeles,538 ms
172.67.163.24,LAX,North America,Los Angeles,538 ms
104.21.103.144,LAX,North America,Los Angeles,539 ms
172.67.175.51,LAX,North America,Los Angeles,539 ms
172.67.159.130,LAX,North America,Los Angeles,549 ms
104.21.223.100,LAX,North America,Los Angeles,552 ms
172.67.184.235,LAX,North America,Los Angeles,557 ms
104.23.140.241,LAX,North America,Los Angeles,562 ms
188.114.98.45,LAX,North America,Los Angeles,564 ms
188.114.99.244,LAX,North America,Los Angeles,564 ms
104.21.87.117,LAX,North America,Los Angeles,569 ms
104.19.143.29,LAX,North America,Los Angeles,569 ms
172.67.178.25,LAX,North America,Los Angeles,569 ms
104.21.17.197,LAX,North America,Los Angeles,571 ms
104.23.142.28,LAX,North America,Los Angeles,579 ms
104.21.6.255,LAX,North America,Los Angeles,584 ms
104.27.206.32,LAX,North America,Los Angeles,589 ms
104.19.137.170,LAX,North America,Los Angeles,593 ms
104.21.5.116,LAX,North America,Los Angeles,594 ms
104.21.90.166,LAX,North America,Los Angeles,594 ms
104.27.195.20,LAX,North America,Los Angeles,597 ms
104.19.134.203,LAX,North America,Los Angeles,604 ms
104.21.102.174,LAX,North America,Los Angeles,606 ms
104.21.67.133,LAX,North America,Los Angeles,606 ms
104.21.15.207,LAX,North America,Los Angeles,608 ms
104.21.92.236,LAX,North America,Los Angeles,608 ms
104.21.98.221,LAX,North America,Los Angeles,610 ms
104.21.40.143,LAX,North America,Los Angeles,616 ms
104.21.19.121,LAX,North America,Los Angeles,617 ms
104.21.34.232,LAX,North America,Los Angeles,624 ms
172.67.202.193,LAX,North America,Los Angeles,629 ms
172.67.203.138,LAX,North America,Los Angeles,683 ms
104.19.140.71,LAX,North America,Los Angeles,711 ms
104.21.96.43,LAX,North America,Los Angeles,753 ms
172.67.187.159,LAX,North America,Los Angeles,804 ms
104.21.26.81,LAX,North America,Los Angeles,814 ms
104.21.213.30,LAX,North America,Los Angeles,826 ms
104.23.141.251,LAX,North America,Los Angeles,830 ms
172.67.249.221,LAX,North America,Los Angeles,868 ms
104.27.205.180,LAX,North America,Los Angeles,870 ms
104.27.200.183,LAX,North America,Los Angeles,873 ms
104.27.204.214,LAX,North America,Los Angeles,876 ms
104.27.207.119,LAX,North America,Los Angeles,882 ms
172.67.254.248,LAX,North America,Los Angeles,883 ms
104.27.197.120,LAX,North America,Los Angeles,883 ms
104.21.101.3,LAX,North America,Los Angeles,894 ms
172.67.240.34,LAX,North America,Los Angeles,894 ms
104.19.129.27,LAX,North America,Los Angeles,906 ms
104.18.62.207,LAX,North America,Los Angeles,918 ms
172.67.177.43,LAX,North America,Los Angeles,918 ms
172.67.233.35,LAX,North America,Los Angeles,922 ms
104.18.52.210,LAX,North America,Los Angeles,922 ms
172.67.150.8,LAX,North America,Los Angeles,925 ms
172.67.152.85,LAX,North America,Los Angeles,928 ms
172.67.155.207,LAX,North America,Los Angeles,933 ms
104.23.128.157,LAX,North America,Los Angeles,934 ms
172.67.176.236,LAX,North America,Los Angeles,938 ms
172.65.41.88,LAX,North America,Los Angeles,940 ms
172.67.170.120,LAX,North America,Los Angeles,940 ms
172.67.139.157,LAX,North America,Los Angeles,947 ms
172.67.192.29,LAX,North America,Los Angeles,948 ms
172.67.168.160,LAX,North America,Los Angeles,948 ms
104.21.122.133,LAX,North America,Los Angeles,949 ms
172.67.200.94,LAX,North America,Los Angeles,951 ms
172.67.164.91,LAX,North America,Los Angeles,953 ms
172.67.226.179,LAX,North America,Los Angeles,953 ms
172.67.239.228,LAX,North America,Los Angeles,958 ms
172.67.180.133,LAX,North America,Los Angeles,959 ms
104.23.132.55,LAX,North America,Los Angeles,959 ms
172.67.140.176,LAX,North America,Los Angeles,968 ms
172.67.132.153,LAX,North America,Los Angeles,968 ms
104.23.139.239,LAX,North America,Los Angeles,981 ms
104.23.136.44,LAX,North America,Los Angeles,986 ms
104.23.135.127,LAX,North America,Los Angeles,986 ms
104.21.205.242,LAX,North America,Los Angeles,990 ms
104.19.136.243,LAX,North America,Los Angeles,993 ms
104.18.60.150,LAX,North America,Los Angeles,999 ms
104.21.197.62,LAX,North America,Los Angeles,1002 ms
104.21.209.38,LAX,North America,Los Angeles,1002 ms
